mes_dia,media_notificacoes_dia,notificacoes_dia,regiao,r2,mae,mape,msd,mse,rmse,ano_inicio,ano_fim,ano,chave,limiar_pre_epidemico,intensidade_alta,intensidade_muito_alta
6-10,94,338,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-11,91,315,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-12,92,333,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-13,91,376,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-14,91,396,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-15,91,340,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-16,92,327,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-17,84,332,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-18,84,295,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-19,84,280,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-20,88,386,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-21,87,360,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-22,84,348,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-23,81,315,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-24,82,283,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-25,83,325,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-26,80,275,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-27,70,344,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-28,70,276,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-29,69,284,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
6-30,71,359,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-1,72,272,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-2,69,266,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-3,66,281,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-4,66,253,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-5,64,308,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-6,61,237,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-7,57,237,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-8,56,264,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-9,56,265,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-10,59,267,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-11,60,299,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-12,60,290,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-13,62,292,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-14,64,218,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-15,61,288,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-16,60,166,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-17,57,254,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-18,55,244,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-19,52,209,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-20,53,260,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-21,50,250,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-22,50,234,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-23,49,225,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-24,48,233,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-25,48,231,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-26,49,237,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-27,45,230,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-28,41,198,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-29,38,175,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-30,36,231,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
7-31,36,185,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-1,38,250,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-2,37,189,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-3,35,184,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-4,37,219,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-5,39,221,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-6,39,255,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-7,39,226,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-8,35,235,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-9,34,264,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-10,36,175,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-11,37,237,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-12,36,221,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-13,35,197,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-14,35,261,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-15,36,219,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-16,36,210,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-17,36,204,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-18,34,191,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-19,34,177,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-20,34,167,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-21,34,170,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-22,33,190,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-23,32,161,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-24,32,161,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-25,31,163,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-26,31,136,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-27,29,162,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-28,29,131,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-29,30,171,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-30,31,165,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
8-31,30,178,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-1,32,173,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-2,33,148,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-3,34,163,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-4,33,136,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-5,31,155,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-6,30,156,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-7,30,99,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-8,29,111,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-9,28,89,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-10,27,61,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-11,27,77,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-12,28,76,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-13,26,51,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-14,26,87,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-15,24,98,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-16,24,84,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-17,23,104,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-18,22,100,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-19,22,96,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-20,23,128,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-21,23,127,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-22,23,123,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-23,22,174,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-24,23,145,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-25,22,141,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-26,22,116,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-27,21,93,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-28,22,115,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-29,23,104,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
9-30,24,125,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-1,24,104,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-2,23,93,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-3,23,105,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-4,24,102,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-5,25,96,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-6,25,93,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-7,25,83,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-8,24,90,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-9,25,104,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-10,25,86,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-11,24,85,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-12,22,73,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-13,22,84,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-14,21,71,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-15,22,104,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-16,23,83,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-17,23,84,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-18,23,85,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-19,23,80,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-20,24,95,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-21,26,100,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-22,25,91,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-23,25,96,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-24,24,79,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-25,24,86,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-26,24,69,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-27,23,44,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-28,21,65,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-29,22,36,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-30,21,41,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
10-31,19,39,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-1,20,37,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-2,20,42,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-3,18,43,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-4,18,36,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-5,17,71,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-6,17,52,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-7,17,83,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-8,15,56,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-9,15,57,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-10,16,68,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-11,16,34,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-12,16,72,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-13,15,48,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-14,16,81,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-15,17,67,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-16,16,69,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-17,16,62,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-18,17,49,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-19,17,61,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-20,19,54,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-21,18,82,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
