mes_dia,media_notificacoes_dia,notificacoes_dia,regiao,r2,mae,mape,msd,mse,rmse,ano_inicio,ano_fim,ano,chave,limiar_pre_epidemico,intensidade_alta,intensidade_muito_alta
11-22,17,74,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-23,18,73,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-24,17,85,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-25,18,60,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-26,18,70,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-27,16,67,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-28,16,74,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-29,16,82,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
11-30,16,71,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-1,17,55,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-2,15,55,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-3,14,72,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-4,14,84,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-5,14,111,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-6,16,121,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-7,16,112,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-8,16,105,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-9,18,73,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-10,19,70,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-11,20,53,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-12,22,89,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-13,20,69,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-14,19,76,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-15,20,78,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-16,18,70,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-17,18,97,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-18,17,63,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-19,16,78,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-20,17,61,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-21,17,43,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-22,16,61,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
12-23,15,42,sudeste,0.8470615758129517,143.23107569721108,3.374017677372182,143.23107569721108,27048.984063745018,164.46575346784212,2013,2019,2020,sudeste2020,214,682,969
1-1,7,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-2,7,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-3,8,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-4,8,11,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-5,7,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-6,8,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-7,8,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-8,7,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-9,7,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-10,8,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-11,8,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-12,9,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-13,9,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-14,9,10,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-15,10,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-16,10,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-17,8,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-18,8,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-19,7,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-20,7,20,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-21,7,20,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-22,6,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-23,6,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-24,6,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-25,6,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-26,7,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-27,7,9,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-28,6,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-29,7,10,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-30,7,9,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
1-31,8,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-1,8,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-2,7,11,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-3,6,8,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-4,6,9,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-5,6,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-6,6,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-7,5,10,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-8,4,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-9,5,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-10,6,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-11,6,11,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-12,6,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-13,6,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-14,6,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-15,6,11,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-16,7,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-17,7,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-18,7,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-19,8,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-20,7,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-21,9,14,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-22,8,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-23,9,12,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-24,9,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-25,9,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-26,9,11,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-27,9,13,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
2-28,9,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-1,11,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-2,10,18,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-3,11,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-4,9,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-5,10,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-6,10,20,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-7,10,19,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-8,10,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-9,10,15,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-10,10,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-11,11,17,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-12,11,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-13,11,16,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-14,11,22,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-15,11,30,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-16,11,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-17,11,28,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-18,12,30,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-19,14,36,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-20,15,37,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-21,16,26,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-22,17,30,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-23,17,33,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-24,18,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-25,18,26,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-26,18,32,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-27,19,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-28,19,26,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-29,18,24,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-30,18,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
3-31,18,36,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-1,19,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-2,20,31,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-3,18,40,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-4,19,51,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-5,20,47,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-6,22,46,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-7,23,53,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-8,22,63,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-9,23,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-10,24,58,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-11,25,57,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-12,27,62,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-13,28,67,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-14,30,74,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-15,31,75,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-16,31,77,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-17,30,80,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-18,33,88,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-19,33,91,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-20,34,84,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-21,34,80,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-22,35,91,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-23,36,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-24,38,84,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-25,35,88,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-26,37,87,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-27,35,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-28,34,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-29,36,98,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
4-30,37,100,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-1,41,110,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-2,41,90,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-3,43,86,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-4,45,89,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-5,50,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-6,49,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-7,51,108,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-8,48,99,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-9,49,107,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-10,50,105,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-11,51,98,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-12,48,100,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-13,51,111,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-14,52,106,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-15,56,103,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
5-16,56,104,sul,0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,2020,sul2020,150,553,788
