"mes_dia","media_notificacoes_dia","data","real","predito","regiao","r2","mae","mape","msd","mse","rmse","ano_inicio","ano_fim","chave"
"4-20",34,"2020-04-23",104,84,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-21",34,"2020-04-24",104,80,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-22",35,"2020-04-25",106,91,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-23",36,"2020-04-26",105,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-24",38,"2020-04-27",99,84,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-25",35,"2020-04-28",101,88,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-26",37,"2020-04-29",95,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-27",35,"2020-04-30",92,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-28",34,"2020-05-01",93,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-29",36,"2020-05-02",89,98,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"4-30",37,"2020-05-03",89,100,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-1",41,"2020-05-04",89,110,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-2",41,"2020-05-05",87,90,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-3",43,"2020-05-06",90,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-4",45,"2020-05-07",87,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-5",50,"2020-05-08",80,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-6",49,"2020-05-09",80,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-7",51,"2020-05-10",80,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-8",48,"2020-05-11",79,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-9",49,"2020-05-12",79,107,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-10",50,"2020-05-13",78,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-11",51,"2020-05-14",79,98,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-12",48,"2020-05-15",81,100,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-13",51,"2020-05-16",80,111,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-14",52,"2020-05-17",78,106,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-15",56,"2020-05-18",80,103,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-16",56,"2020-05-19",80,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-17",56,"2020-05-20",87,110,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-18",58,"2020-05-21",86,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-19",58,"2020-05-22",86,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-20",59,"2020-05-23",83,112,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-21",59,"2020-05-24",81,103,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-22",56,"2020-05-25",80,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-23",57,"2020-05-26",76,109,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-24",58,"2020-05-27",70,95,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-25",58,"2020-05-28",72,90,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-26",60,"2020-05-29",70,107,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-27",58,"2020-05-30",73,109,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-28",58,"2020-05-31",75,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-29",60,"2020-06-01",77,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-30",61,"2020-06-02",78,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"5-31",60,"2020-06-03",78,113,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-1",62,"2020-06-04",74,120,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-2",59,"2020-06-05",76,109,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-3",61,"2020-06-06",76,114,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-4",61,"2020-06-07",74,111,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-5",60,"2020-06-08",73,113,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-6",61,"2020-06-09",72,112,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-7",62,"2020-06-10",76,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-8",61,"2020-06-11",80,113,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-9",66,"2020-06-12",78,113,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-10",67,"2020-06-13",77,109,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-11",66,"2020-06-14",80,113,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-12",67,"2020-06-15",80,114,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-13",66,"2020-06-16",82,110,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-14",66,"2020-06-17",80,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-15",64,"2020-06-18",80,97,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-16",60,"2020-06-19",81,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-17",57,"2020-06-20",85,115,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-18",59,"2020-06-21",81,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-19",56,"2020-06-22",79,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-20",57,"2020-06-23",80,106,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-21",58,"2020-06-24",78,114,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-22",55,"2020-06-25",75,107,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-23",54,"2020-06-26",74,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-24",53,"2020-06-27",69,111,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-25",52,"2020-06-28",69,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-26",52,"2020-06-29",70,90,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-27",50,"2020-06-30",66,94,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-28",47,"2020-07-01",73,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-29",46,"2020-07-02",75,76,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"6-30",46,"2020-07-03",76,92,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-1",49,"2020-07-04",77,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-2",48,"2020-07-05",79,94,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-3",45,"2020-07-06",80,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-4",45,"2020-07-07",82,107,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-5",44,"2020-07-08",80,102,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-6",44,"2020-07-09",79,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-7",43,"2020-07-10",82,94,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-8",41,"2020-07-11",84,108,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-9",41,"2020-07-12",85,103,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-10",45,"2020-07-13",85,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-11",44,"2020-07-14",82,100,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-12",49,"2020-07-15",79,105,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-13",49,"2020-07-16",79,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-14",50,"2020-07-17",75,98,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-15",49,"2020-07-18",74,103,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-16",47,"2020-07-19",75,98,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-17",44,"2020-07-20",76,91,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-18",44,"2020-07-21",77,103,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-19",40,"2020-07-22",76,104,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-20",42,"2020-07-23",75,88,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-21",41,"2020-07-24",75,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-22",41,"2020-07-25",74,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-23",42,"2020-07-26",72,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-24",42,"2020-07-27",66,79,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-25",41,"2020-07-28",65,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-26",38,"2020-07-29",64,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-27",37,"2020-07-30",63,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-28",34,"2020-07-31",64,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-29",34,"2020-08-01",69,96,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-30",30,"2020-08-02",69,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"7-31",30,"2020-08-03",73,94,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-1",33,"2020-08-04",74,84,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-2",34,"2020-08-05",75,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-3",33,"2020-08-06",76,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-4",33,"2020-08-07",76,80,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-5",32,"2020-08-08",72,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-6",32,"2020-08-09",73,91,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-7",33,"2020-08-10",75,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-8",31,"2020-08-11",73,91,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-9",30,"2020-08-12",74,101,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-10",32,"2020-08-13",73,96,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-11",33,"2020-08-14",71,101,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-12",35,"2020-08-15",70,100,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-13",37,"2020-08-16",70,96,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-14",36,"2020-08-17",64,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-15",37,"2020-08-18",64,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-16",38,"2020-08-19",62,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-17",37,"2020-08-20",63,72,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-18",37,"2020-08-21",61,75,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-19",37,"2020-08-22",58,79,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-20",38,"2020-08-23",57,99,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-21",36,"2020-08-24",58,93,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-22",35,"2020-08-25",59,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-23",32,"2020-08-26",61,82,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-24",34,"2020-08-27",61,84,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-25",35,"2020-08-28",65,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-26",36,"2020-08-29",65,84,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-27",34,"2020-08-30",64,83,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-28",34,"2020-08-31",63,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-29",33,"2020-09-01",65,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-30",35,"2020-09-02",64,80,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"8-31",32,"2020-09-03",63,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-1",32,"2020-09-04",63,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-2",32,"2020-09-05",63,85,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-3",31,"2020-09-06",62,81,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-4",33,"2020-09-07",62,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-5",35,"2020-09-08",59,87,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-6",34,"2020-09-09",60,89,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-7",34,"2020-09-10",62,86,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-8",32,"2020-09-11",59,75,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-9",34,"2020-09-12",59,90,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-10",36,"2020-09-13",59,76,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-11",34,"2020-09-14",60,68,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-12",32,"2020-09-15",60,62,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-13",33,"2020-09-16",58,66,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-14",33,"2020-09-17",56,62,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-15",33,"2020-09-18",57,66,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-16",29,"2020-09-19",56,55,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-17",27,"2020-09-20",61,55,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-18",26,"2020-09-21",60,62,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-19",29,"2020-09-22",56,65,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-20",28,"2020-09-23",55,51,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-21",27,"2020-09-24",56,56,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-22",26,"2020-09-25",58,62,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-23",27,"2020-09-26",60,61,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-24",28,"2020-09-27",55,51,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-25",28,"2020-09-28",58,56,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
"9-26",26,"2020-09-29",60,57,"sul",0.8520757013013089,37.40800000000003,1.1083759513276934,37.40800000000003,1719.4240000000004,41.46593782853585,2013,2019,"sul2020"
