"DT_SIN_PRI","regiao","temperatura_media","temperatura_media_min","temperatura_media_max","temperatura_amplitude"
"2013-01-01","sul",20.77491382668262,13.7,31.9,18.2
"2013-01-02","sul",18.939722971205335,9.433333333333334,27.433333333333334,18
"2013-01-03","sul",19.999631066993782,10.399999999999999,29.799999999999997,19.4
"2013-01-04","sul",21.88409430597644,11.266666666666666,31.599999999999994,20.33333333333333
"2013-01-05","sul",23.163183493168745,13.833333333333332,33.099999999999994,19.266666666666662
"2013-01-06","sul",22.270750498832488,14.5,31.9,17.4
"2013-01-07","sul",22.488810100336956,13.966666666666665,33.53333333333333,19.566666666666666
"2013-01-08","sul",22.52137529447942,15.966666666666667,31.866666666666667,15.9
"2013-01-09","sul",22.832352862492222,14.299999999999997,30.866666666666667,16.56666666666667
"2013-01-10","sul",22.28274840383453,11.066666666666666,31.4,20.333333333333332
"2013-01-11","sul",20.323280734624806,8.533333333333333,29.633333333333333,21.1
"2013-01-12","sul",20.197540112670083,8.2,30.099999999999998,21.9
"2013-01-13","sul",21.22784473970934,10.533333333333333,31.166666666666664,20.633333333333333
"2013-01-14","sul",22.105045283894547,12.266666666666666,31.166666666666664,18.9
"2013-01-15","sul",22.162101877158058,12.2,31.6,19.400000000000002
"2013-01-16","sul",21.707744948439924,12.666666666666666,31.03333333333334,18.366666666666674
"2013-01-17","sul",22.59720781674396,12.6,33.2,20.6
"2013-01-18","sul",22.402152781107535,12.966666666666665,31.866666666666664,18.9
"2013-01-19","sul",21.807119767490605,11.5,31.766666666666666,20.266666666666666
"2013-01-20","sul",20.934214392500923,11.3,30.066666666666663,18.766666666666662
"2013-01-21","sul",20.922254495954974,11.633333333333333,30.266666666666662,18.63333333333333
"2013-01-22","sul",20.93141784539904,9.733333333333333,30.299999999999997,20.566666666666663
"2013-01-23","sul",22.23568893076445,11.066666666666666,32.56666666666666,21.499999999999996
"2013-01-24","sul",23.835723207085067,13.033333333333331,34.93333333333333,21.9
"2013-01-25","sul",22.766760516247277,14.799999999999999,34.43333333333333,19.633333333333333
"2013-01-26","sul",20.67762676854548,10.066666666666666,29.866666666666667,19.8
"2013-01-27","sul",20.760521513752522,10.5,31.766666666666666,21.266666666666666
"2013-01-28","sul",22.843851666909863,12.466666666666665,33.53333333333333,21.066666666666666
"2013-01-29","sul",23.60253489046368,12.333333333333332,34.7,22.36666666666667
"2013-01-30","sul",23.82079912247241,10.866666666666667,35.06666666666666,24.199999999999996
"2013-01-31","sul",24.699439831272805,13.066666666666665,35.53333333333333,22.46666666666667
"2013-02-01","sul",25.73737493577601,15.233333333333333,36.7,21.46666666666667
"2013-02-02","sul",24.47437861346529,15.799999999999999,34.3,18.5
"2013-02-03","sul",21.506733143137296,13.066666666666666,31.1,18.033333333333335
"2013-02-04","sul",20.257223694910273,9.933333333333332,30.13333333333333,20.199999999999996
"2013-02-05","sul",20.90391061259605,9.733333333333333,31.666666666666664,21.93333333333333
"2013-02-06","sul",21.39106599345962,12.5,31.43333333333333,18.93333333333333
"2013-02-07","sul",20.42870547927108,12,30.33333333333333,18.33333333333333
"2013-02-08","sul",20.393328135636462,11.833333333333332,30.166666666666664,18.333333333333332
"2013-02-09","sul",21.242240666643138,14.466666666666665,31.466666666666665,17
"2013-02-10","sul",21.58919837449975,14.599999999999998,32.2,17.600000000000005
"2013-02-11","sul",22.555697154835073,14.166666666666666,32.9,18.733333333333334
"2013-02-12","sul",22.823432802558308,15.633333333333333,32.233333333333334,16.6
